#,Anime,#1,#2,#3,#4-5,#6-10,#11-20,Points,,#1,5 Points,,,,,,,,,,,,,,
58,Hyouka,6,12,3,12,40,57,263,,,,,,,,,,,,,,,,,
62,Spice and Wolf,6,11,7,8,39,41,245,,,,,,,,,,,,,,,,,
65,The Tatami Galaxy,6,5,7,17,29,49,236,,,,,,,,,,,,,,,,,
68,Mushishi,6,6,5,18,31,37,227,,,,,,,,,,,,,,,,,
84,Revue Starlight,6,8,8,7,16,30,177,,,,,,,,,,,,,,,,,
97,Liz and the Blue Bird,6,4,4,10,22,17,153,,,,,,,,,,,,,,,,,
99,Yu Yu Hakusho,6,8,4,7,13,24,149,,,,,,,,,,,,,,,,,
22,KonoSuba,5,10,17,38,95,151,588,,,,,,,,,,,,,,,,,
55,Yuru Camp,5,5,9,17,44,63,283,,,,,,,,,,,,,,,,,
67,Girls' Last Tour,5,7,5,11,35,52,228,,,,,,,,,,,,,,,,,
85,Higurashi,5,5,6,10,22,34,177,,,,,,,,,,,,,,,,,
91,Princess Mononoke,5,3,7,6,25,32,165,,,,,,,,,,,,,,,,,
124,Bang Dream! It’s MyGO!!!!!,5,2,3,5,12,18,102,,,,,,,,,,,,,,,,,
31,A Silent Voice,4,18,17,29,71,85,474,,,,,,,,,,,,,,,,,
46,Oshi no ko,4,8,8,13,63,118,367,,,,,,,,,,,,,,,,,
47,Demon Slayer,4,3,11,32,46,91,355,,,,,,,,,,,,,,,,,
57,Toradora,4,3,11,20,35,58,264,,,,,,,,,,,,,,,,,
64,Bleach,4,10,9,12,34,39,239,,,,,,,,,,,,,,,,,
66,Assassination Classroom,4,5,5,10,46,47,229,,,,,,,,,,,,,,,,,
90,A Certain Scientific Railgun,4,2,6,10,18,49,167,,,,,,,,,,,,,,,,,
118,Natsume Book of Friends,4,6,5,8,12,10,122,,,,,,,,,,,,,,,,,
69,The Disastrous Life of Saiki K,3,9,4,14,40,38,227,,,,,,,,,,,,,,,,,
71,Fate UBW,3,9,9,13,26,41,219,,,,,,,,,,,,,,,,,
80,Baccano!,3,9,7,9,21,35,183,,,,,,,,,,,,,,,,,
81,Bloom into you,3,9,4,9,22,40,178,,,,,,,,,,,,,,,,,
94,Rakugo,3,4,1,14,24,32,157,,,,,,,,,,,,,,,,,
95,That Time I Got Reincarnated as a Slime,3,5,3,5,23,48,156,,,,,,,,,,,,,,,,,
105,Golden Kamuy,3,2,7,6,23,30,145,,,,,,,,,,,,,,,,,
116,Vivy: Flourite eyes song,3,2,0,7,14,56,128,,,,,,,,,,,,,,,,,
123,Black Clover,3,4,1,5,14,27,105,,,,,,,,,,,,,,,,,
125,Penguindrum,3,3,3,10,11,10,101,,,,,,,,,,,,,,,,,
131,Durarara,3,1,3,2,15,25,92,,,,,,,,,,,,,,,,,
134,Girls und Panzer,3,3,1,6,12,17,90,,,,,,,,,,,,,,,,,
136,Wolf Children,3,0,5,4,11,17,86,,,,,,,,,,,,,,,,,
154,Blue lock,3,1,1,2,12,20,73,,,,,,,,,,,,,,,,,
167,Gushing Over Magical Girls,3,0,1,1,16,11,65,,,,,,,,,,,,,,,,,
176,Sailor Moon,3,0,4,1,8,10,60,,,,,,,,,,,,,,,,,
192,Paranoia Agent,3,0,2,1,7,14,54,,,,,,,,,,,,,,,,,
199,Tomorrow’s Joe,3,4,0,2,6,4,53,,,,,,,,,,,,,,,,,
226,Eureka Seven,3,0,1,3,5,4,42,,,,,,,,,,,,,,,,,
246,The World God Only Knows,3,1,0,1,1,13,37,,,,,,,,,,,,,,,,,
290,World Trigger,3,0,1,0,3,5,30,,,,,,,,,,,,,,,,,
51,Cyberpunk Edgerunners,2,4,8,15,52,94,301,,,,,,,,,,,,,,,,,
70,Psycho-pass,2,2,4,16,43,54,222,,,,,,,,,,,,,,,,,
72,Houseki no Kuni,2,7,6,13,29,58,217,,,,,,,,,,,,,,,,,
74,Samurai Champloo,2,8,6,11,29,39,196,,,,,,,,,,,,,,,,,
75,Lycoris Recoil,2,2,5,10,30,63,191,,,,,,,,,,,,,,,,,
77,Eminence in Shadow,2,4,7,14,22,46,186,,,,,,,,,,,,,,,,,
82,angel beats,2,2,4,11,29,53,178,,,,,,,,,,,,,,,,,
86,Non Non Biyori,2,2,7,13,28,35,176,,,,,,,,,,,,,,,,,
89,Fullmetal Alchemist (2003),2,9,5,11,23,26,171,,,,,,,,,,,,,,,,,
92,Spirited Away,2,7,5,6,21,46,164,,,,,,,,,,,,,,,,,
100,Grand blue dreaming,2,6,2,7,20,46,149,,,,,,,,,,,,,,,,,
103,Shirobako,2,4,3,10,20,39,147,,,,,,,,,,,,,,,,,
104,Erased,2,3,3,7,21,49,146,,,,,,,,,,,,,,,,,
106,Dr. Stone,2,3,4,11,19,35,144,,,,,,,,,,,,,,,,,
108,Fate/Stay Night Heaven's Feel,2,6,5,10,17,23,141,,,,,,,,,,,,,,,,,
111,No Game No Life,2,1,2,5,23,55,138,,,,,,,,,,,,,,,,,
114,Mobile Suit Gundam (Universal Century),2,3,4,7,25,25,134,,,,,,,,,,,,,,,,,
119,Sonny Boy,2,3,4,8,21,18,122,,,,,,,,,,,,,,,,,
120,The 100 Girlfriends who Really Love You,2,3,3,5,16,33,114,,,,,,,,,,,,,,,,,
126,NANA,2,1,3,8,17,17,101,,,,,,,,,,,,,,,,,
127,Hajime no Ippo,2,1,4,13,6,19,100,,,,,,,,,,,,,,,,,
128,Death Parade,2,1,1,3,18,33,96,,,,,,,,,,,,,,,,,
132,The Demon Girl Next Door,2,2,4,4,13,20,92,,,,,,,,,,,,,,,,,
133,Kino's Journey (2003),2,2,2,4,16,22,92,,,,,,,,,,,,,,,,,
137,Skip and Loafer,2,0,3,1,13,35,86,,,,,,,,,,,,,,,,,
138,The Promised Neverland,2,0,3,5,10,28,85,,,,,,,,,,,,,,,,,
139,Azumanga Daioh,2,0,2,3,18,21,84,,,,,,,,,,,,,,,,,
141,Space Dandy,2,2,4,3,10,19,82,,,,,,,,,,,,,,,,,
142,Nausicaä of the Valley of the Wind,2,4,1,3,7,27,80,,,,,,,,,,,,,,,,,
148,Classroom of The Elite,2,0,1,6,9,26,76,,,,,,,,,,,,,,,,,
149,Run with the Wind,2,0,1,4,14,22,76,,,,,,,,,,,,,,,,,
152,Akira,2,2,1,4,11,19,75,,,,,,,,,,,,,,,,,
155,Noragami,2,0,3,2,9,27,73,,,,,,,,,,,,,,,,,
161,Insomniacs After School,2,1,2,4,8,20,70,,,,,,,,,,,,,,,,,
163,The Quintessential Quintuplets,2,1,1,2,11,21,67,,,,,,,,,,,,,,,,,
169,Initial D,2,1,2,4,9,11,63,,,,,,,,,,,,,,,,,
172,Uma Musume: Pretty Derby,2,1,1,0,10,23,61,,,,,,,,,,,,,,,,,
177,Barakamon,2,1,4,1,7,13,60,,,,,,,,,,,,,,,,,
181,Gunbuster,2,1,1,4,7,15,59,,,,,,,,,,,,,,,,,
184,HELLSING ULTIMATE,2,1,2,1,10,13,58,,,,,,,,,,,,,,,,,
186,Dorohedoro,2,1,1,2,10,13,57,,,,,,,,,,,,,,,,,
187,Flip Flappers,2,1,1,1,11,14,57,,,,,,,,,,,,,,,,,
193,Evangelion Rebuilds,2,3,2,2,4,10,54,,,,,,,,,,,,,,,,,
200,Cross Game,2,1,2,0,9,13,53,,,,,,,,,,,,,,,,,
201,Digimon,2,0,1,4,7,13,53,,,,,,,,,,,,,,,,,
203,Howl’s Moving Castle,2,0,1,4,6,14,52,,,,,,,,,,,,,,,,,
206,Planetes,2,0,2,3,6,10,49,,,,,,,,,,,,,,,,,
215,Nisekoi,2,1,2,4,3,6,46,,,,,,,,,,,,,,,,,
220,Love Live! School Idol Project,2,0,0,3,6,13,44,,,,,,,,,,,,,,,,,
227,Kyousougiga,2,1,0,2,7,8,42,,,,,,,,,,,,,,,,,
232,The Rose of Versailles,2,0,0,1,11,5,40,,,,,,,,,,,,,,,,,
266,Erin,2,0,2,3,1,4,33,,,,,,,,,,,,,,,,,
291,Love Live! Sunshine!!,2,0,1,3,2,3,30,,,,,,,,,,,,,,,,,
292,Eccentric Family,2,0,1,0,3,10,30,,,,,,,,,,,,,,,,,
307,Macross Frontier,2,1,0,2,3,2,28,,,,,,,,,,,,,,,,,
314,Sarazanmai,2,0,0,2,3,5,27,,,,,,,,,,,,,,,,,
326,Nagi no Asukara,2,0,1,0,3,5,25,,,,,,,,,,,,,,,,,
333,Legend of the Galactic Heroes: Die Neue These,2,0,1,0,4,2,24,,,,,,,,,,,,,,,,,
389,Michiko to Hatchin,2,1,0,0,1,2,18,,,,,,,,,,,,,,,,,
390,Yuri is My Job!,2,0,0,2,1,0,18,,,,,,,,,,,,,,,,,
439,I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability,2,0,0,0,2,0,14,,,,,,,,,,,,,,,,,
76,My hero academia,1,6,1,15,26,61,191,,,,,,,,,,,,,,,,,
79,Summertime Render,1,0,8,7,32,63,185,,,,,,,,,,,,,,,,,
93,Berserk,1,3,9,12,23,25,160,,,,,,,,,,,,,,,,,
98,Perfect Blue,1,2,4,11,21,46,150,,,,,,,,,,,,,,,,,
107,Delicious in Dungeon,1,4,7,8,15,39,142,,,,,,,,,,,,,,,,,
109,Overlord,1,5,3,4,23,46,141,,,,,,,,,,,,,,,,,
110,Heavenly Delusion,1,1,3,5,25,54,140,,,,,,,,,,,,,,,,,
112,Parasyte,1,1,2,10,24,43,138,,,,,,,,,,,,,,,,,
121,Bungo Stray Dogs,1,2,3,12,12,26,111,,,,,,,,,,,,,,,,,
129,Ghost in the Shell,1,3,3,5,11,28,94,,,,,,,,,,,,,,,,,
130,Katanagatari,1,0,6,4,15,23,94,,,,,,,,,,,,,,,,,
135,Ghost in the Shell: Stand Alone Complex,1,4,2,7,10,19,89,,,,,,,,,,,,,,,,,
140,Devilman: Crybaby,1,3,4,3,8,26,84,,,,,,,,,,,,,,,,,
145,Trigun,1,1,3,3,12,25,79,,,,,,,,,,,,,,,,,
146,Princess Tutu,1,2,3,4,11,19,78,,,,,,,,,,,,,,,,,
156,High School DxD,1,2,2,5,8,21,73,,,,,,,,,,,,,,,,,
157,OniMai,1,1,3,3,13,17,73,,,,,,,,,,,,,,,,,
158,Ouran High School Host Club,1,0,1,6,12,21,72,,,,,,,,,,,,,,,,,
164,"Love, Chuunibyo, and Other Delusions",1,0,3,2,10,24,67,,,,,,,,,,,,,,,,,
165,InuYasha,1,4,2,4,8,9,66,,,,,,,,,,,,,,,,,
168,Solo leveling,1,1,1,2,14,17,64,,,,,,,,,,,,,,,,,
170,Keep Your Hands Off Eizouken!,1,0,0,3,15,19,63,,,,,,,,,,,,,,,,,
171,The Tale of the Princess Kaguya,1,2,2,4,8,13,62,,,,,,,,,,,,,,,,,
173,Tokyo Ghoul,1,2,2,2,8,18,61,,,,,,,,,,,,,,,,,
174,Lucky Star,1,0,2,4,7,22,61,,,,,,,,,,,,,,,,,
178,Mobile Suit Gundam: The Witch from Mercury,1,0,1,5,11,14,60,,,,,,,,,,,,,,,,,
179,Zombie Land Saga,1,0,1,1,11,26,60,,,,,,,,,,,,,,,,,
182,Hinamatsuri,1,1,0,3,7,27,59,,,,,,,,,,,,,,,,,
185,SSSS.Girdman + SSSS.Dynazenon,1,1,0,3,10,20,58,,,,,,,,,,,,,,,,,
188,Monthly Girls' Nozaki-kun,1,1,0,2,7,27,56,,,,,,,,,,,,,,,,,
189,Weathering With You,1,0,0,4,11,17,56,,,,,,,,,,,,,,,,,
191,Shangri-la Frontier,1,0,1,2,8,24,55,,,,,,,,,,,,,,,,,
194,DanMachi,1,1,1,4,7,15,54,,,,,,,,,,,,,,,,,
195,Yona of the Dawn,1,0,1,4,5,23,54,,,,,,,,,,,,,,,,,
196,Soul Eater,1,0,0,3,10,20,54,,,,,,,,,,,,,,,,,
202,Date a Live,1,3,2,3,5,9,53,,,,,,,,,,,,,,,,,
207,Ya Boy Kongming!,1,1,2,1,4,21,49,,,,,,,,,,,,,,,,,
217,Rurouni Kenshin,1,2,1,3,5,9,45,,,,,,,,,,,,,,,,,
218,The Ancient Magus' Bride,1,2,1,3,4,11,45,,,,,,,,,,,,,,,,,
221,The Daily Life of High School Boys,1,1,0,1,7,18,44,,,,,,,,,,,,,,,,,
222,Panty and Stocking,1,0,1,0,10,15,44,,,,,,,,,,,,,,,,,
223,Kingdom,1,1,1,5,3,9,43,,,,,,,,,,,,,,,,,
228,Gochiusa,1,1,2,2,4,11,42,,,,,,,,,,,,,,,,,
229,Princess Connect Re:Dive,1,0,4,0,7,7,42,,,,,,,,,,,,,,,,,
233,Detective Conan,1,2,1,1,3,14,40,,,,,,,,,,,,,,,,,
234,Darker than Black,1,0,2,2,6,9,40,,,,,,,,,,,,,,,,,
241,Akame Ga Kill,1,0,0,2,4,19,38,,,,,,,,,,,,,,,,,
242,Log Horizon,1,0,0,0,8,17,38,,,,,,,,,,,,,,,,,
243,Bofuri,1,,2,3,3,10,38,,,,,,,,,,,,,,,,,
247,Gundam Unicorn,1,2,1,2,3,8,37,,,,,,,,,,,,,,,,,
248,Astra: Lost in Space,1,0,1,6,3,4,37,,,,,,,,,,,,,,,,,
252,Macross,1,1,0,1,6,11,35,,,,,,,,,,,,,,,,,
255,Mononoke,1,2,1,1,3,8,34,,,,,,,,,,,,,,,,,
256,Moribito - Guardian of the Spirit,1,1,0,1,7,8,34,,,,,,,,,,,,,,,,,
257,Tower of God,1,1,0,0,5,15,34,,,,,,,,,,,,,,,,,
267,Wandering Witch: The Journey of Elaina,1,1,0,3,4,7,33,,,,,,,,,,,,,,,,,
273,Undead Unluck,1,2,1,1,2,8,32,,,,,,,,,,,,,,,,,
274,Teasing Master Takagi,1,1,0,3,2,10,32,,,,,,,,,,,,,,,,,
275,Mobile Suit Gundam 00,1,0,0,2,6,9,32,,,,,,,,,,,,,,,,,
276,Iruma Kun,1,0,0,2,6,9,32,,,,,,,,,,,,,,,,,
277,Usagi Drop,1,0,0,0,7,13,32,,,,,,,,,,,,,,,,,
282,Deca-Dence,1,1,1,2,4,4,31,,,,,,,,,,,,,,,,,
283,WorldEnd/SukaSuka,1,1,0,2,4,8,31,,,,,,,,,,,,,,,,,
284,Beck,1,0,0,3,5,7,31,,,,,,,,,,,,,,,,,
293,Kamisama Kiss,1,2,1,3,0,4,30,,,,,,,,,,,,,,,,,
294,Yama no Susume,1,1,1,0,4,9,30,,,,,,,,,,,,,,,,,
295,A Certain Magical Index,1,0,1,3,3,6,30,,,,,,,,,,,,,,,,,
308,Trigun Stampede,1,0,0,2,3,11,28,,,,,,,,,,,,,,,,,
315,Patlabor,1,1,0,1,3,9,27,,,,,,,,,,,,,,,,,
316,Whisper of the Heart,1,0,1,1,5,5,27,,,,,,,,,,,,,,,,,
320,Brand New Animal,1,1,1,0,4,5,26,,,,,,,,,,,,,,,,,
321,Golden Boy,1,0,0,1,5,8,26,,,,,,,,,,,,,,,,,
327,Talentless Nana,1,1,0,1,3,7,25,,,,,,,,,,,,,,,,,
328,Aoashi,1,0,1,1,2,9,25,,,,,,,,,,,,,,,,,
329,Nodame Cantabille,1,0,1,0,3,10,25,,,,,,,,,,,,,,,,,
334,Domestic Girlfriend,1,1,0,1,4,4,24,,,,,,,,,,,,,,,,,
341,Angel's Egg,1,1,0,0,4,6,23,,,,,,,,,,,,,,,,,
342,Sound of the Sky,1,0,0,1,2,11,23,,,,,,,,,,,,,,,,,
349,White Album 2,1,0,0,1,4,6,22,,,,,,,,,,,,,,,,,
359,Wolf's Rain,1,1,0,0,4,4,21,,,,,,,,,,,,,,,,,
368,Ojamajo Doremi,1,1,0,3,0,2,20,,,,,,,,,,,,,,,,,
369,The Wind Rises,1,0,1,1,2,4,20,,,,,,,,,,,,,,,,,
370,Grave of the Fireflies,1,0,0,1,4,4,20,,,,,,,,,,,,,,,,,
380,Fate/Apocrypha,1,1,0,1,2,3,19,,,,,,,,,,,,,,,,,
391,Aggressive Retsuko.,1,0,0,2,1,5,18,,,,,,,,,,,,,,,,,
399,BanG Dream!,1,0,1,1,1,3,17,,,,,,,,,,,,,,,,,
400,Wind Breaker,1,0,1,0,2,4,17,,,,,,,,,,,,,,,,,
401,Aikatsu!,1,0,0,1,4,1,17,,,,,,,,,,,,,,,,,
411,Dragon Quest: The Adventure of Dai,1,1,1,1,0,0,16,,,,,,,,,,,,,,,,,
412,"More than a Married Couple, but Not Lovers",1,0,1,1,0,4,16,,,,,,,,,,,,,,,,,
413,Fate/kaleid liner Prisma Illya,1,0,1,0,2,3,16,,,,,,,,,,,,,,,,,
414,Tenchi Muyo,1,0,0,1,3,2,16,,,,,,,,,,,,,,,,,
415,Hikaru no Go,1,0,0,0,3,5,16,,,,,,,,,,,,,,,,,
416,Oreimo,1,,,,3,5,16,,,,,,,,,,,,,,,,,
424,Lovely Complex,1,0,1,0,2,2,15,,,,,,,,,,,,,,,,,
425,Osomatsu-san,1,0,0,1,2,3,15,,,,,,,,,,,,,,,,,
426,Mieruko-chan,1,0,0,1,1,5,15,,,,,,,,,,,,,,,,,
440,Idolish7,1,0,0,1,2,2,14,,,,,,,,,,,,,,,,,
441,The iDOLM@STER (2011),1,0,0,1,2,2,14,,,,,,,,,,,,,,,,,
442,The Great Passage,1,0,0,0,3,3,14,,,,,,,,,,,,,,,,,
443,In This Corner of the World,1,0,0,0,1,7,14,,,,,,,,,,,,,,,,,
458,Ace of the Diamond,1,0,0,0,2,4,13,,,,,,,,,,,,,,,,,
459,Last Exile,1,0,0,0,4,0,13,,,,,,,,,,,,,,,,,
472,The Helpful Fox Senko-san,1,1,0,0,1,1,12,,,,,,,,,,,,,,,,,
473,Hayate the Combat Butler,1,0,0,1,1,2,12,,,,,,,,,,,,,,,,,
474,Black Butler,1,0,0,0,2,3,12,,,,,,,,,,,,,,,,,
475,Moriarty the Patriot,1,0,0,0,1,5,12,,,,,,,,,,,,,,,,,
487,Maria Watches Over Us,1,0,0,1,0,3,11,,,,,,,,,,,,,,,,,
488,R.O.D,1,0,0,0,3,0,11,,,,,,,,,,,,,,,,,
489,Yuyushiki,1,0,0,0,2,2,11,,,,,,,,,,,,,,,,,
490,Figure 17,1,0,0,0,1,4,11,,,,,,,,,,,,,,,,,
491,Tsukimichi,1,0,0,0,0,6,11,,,,,,,,,,,,,,,,,
60,Spy x Family,0,4,6,16,30,106,254,,,,,,,,,,,,,,,,,
83,Welcome to the NHK,0,6,4,15,28,37,178,,,,,,,,,,,,,,,,,
88,Horimiya,0,3,6,11,31,41,172,,,,,,,,,,,,,,,,,
101,My Dress-up Darling,0,3,4,12,22,41,149,,,,,,,,,,,,,,,,,
115,Black Lagoon,0,4,5,10,20,25,131,,,,,,,,,,,,,,,,,
117,Miss Kobayashi’s Dragon Maid,0,4,5,5,19,35,124,,,,,,,,,,,,,,,,,
122,Anohana,0,0,1,8,18,44,108,,,,,,,,,,,,,,,,,
143,Cardcaptor Sakura,0,3,3,5,11,19,80,,,,,,,,,,,,,,,,,
144,Pluto,0,1,0,3,19,29,80,,,,,,,,,,,,,,,,,
147,GTO,0,4,2,3,13,18,77,,,,,,,,,,,,,,,,,
150,The Garden of Sinners,0,4,3,5,9,15,76,,,,,,,,,,,,,,,,,
151,Saga of Tanya the Evil,0,2,1,4,15,22,76,,,,,,,,,,,,,,,,,
153,Call of the Night,0,2,0,6,11,27,75,,,,,,,,,,,,,,,,,
159,Tsuki ga Kirei,0,1,3,4,10,23,71,,,,,,,,,,,,,,,,,
160,Asobi Asobase,0,0,2,5,11,26,71,,,,,,,,,,,,,,,,,
162,Fairy Tail,0,1,3,7,11,11,70,,,,,,,,,,,,,,,,,
166,Food Wars,0,2,5,3,6,17,66,,,,,,,,,,,,,,,,,
175,Ranking of Kings,0,1,0,7,6,24,61,,,,,,,,,,,,,,,,,
180,Kaiji,0,0,1,4,12,20,60,,,,,,,,,,,,,,,,,
183,I Want to Eat Your Pancreas,0,1,1,1,15,18,59,,,,,,,,,,,,,,,,,
190,Pokemon,0,1,2,4,4,24,56,,,,,,,,,,,,,,,,,
197,Ascendance of a Bookworm,0,1,3,1,8,19,54,,,,,,,,,,,,,,,,,
198,Banana Fish,0,1,2,4,6,18,54,,,,,,,,,,,,,,,,,
204,Beastars,0,2,1,4,8,11,51,,,,,,,,,,,,,,,,,
205,Little Witch Academia,0,0,2,0,7,28,50,,,,,,,,,,,,,,,,,
208,Millennium Actress,0,3,0,4,7,11,49,,,,,,,,,,,,,,,,,
209,Yuri!! On Ice,0,3,1,1,10,9,48,,,,,,,,,,,,,,,,,
210,Given,0,3,1,1,8,13,48,,,,,,,,,,,,,,,,,
211,Hidamari Sketch,0,2,3,3,6,7,48,,,,,,,,,,,,,,,,,
213,School Live,0,0,2,3,10,10,47,,,,,,,,,,,,,,,,,
214,Prison School,0,0,1,3,10,14,47,,,,,,,,,,,,,,,,,
216,Flying Witch,0,3,3,2,5,6,46,,,,,,,,,,,,,,,,,
219,Princess Principal,0,1,3,4,4,9,45,,,,,,,,,,,,,,,,,
224,My Neighbour Totoro,0,1,4,0,7,9,43,,,,,,,,,,,,,,,,,
225,The Pet Girl of Sakurasou,0,0,0,4,8,15,43,,,,,,,,,,,,,,,,,
230,Hell’s Paradise,0,2,0,0,11,12,42,,,,,,,,,,,,,,,,,
231,Akebi’s Sailor Uniform,0,1,0,2,9,13,41,,,,,,,,,,,,,,,,,
235,Darling in the FranXX,0,4,2,2,3,4,40,,,,,,,,,,,,,,,,,
236,Ranma 1/2,0,2,3,3,4,3,40,,,,,,,,,,,,,,,,,
237,Gundam Iron Blooded Orphans,0,1,0,3,10,7,40,,,,,,,,,,,,,,,,,
238,Yuru Yuri,0,2,1,1,5,14,39,,,,,,,,,,,,,,,,,
239,Bakuman,0,2,0,3,5,12,39,,,,,,,,,,,,,,,,,
240,ReLife,0,0,0,3,6,18,39,,,,,,,,,,,,,,,,,
244,Megalobox,0,1,0,2,7,14,38,,,,,,,,,,,,,,,,,
245,Komi Can’t Communicate,0,0,0,3,5,19,38,,,,,,,,,,,,,,,,,
249,Scum’s Wish,0,2,1,0,8,9,37,,,,,,,,,,,,,,,,,
250,5 Centimeters Per Second,0,2,1,0,9,6,36,,,,,,,,,,,,,,,,,
251,Dororo,0,0,0,1,8,17,36,,,,,,,,,,,,,,,,,
253,Charlotte,0,0,1,3,6,10,35,,,,,,,,,,,,,,,,,
254,Redline,0,0,1,1,6,16,35,,,,,,,,,,,,,,,,,
258,Tamako Market,0,2,1,1,5,9,34,,,,,,,,,,,,,,,,,
259,Golden Time,0,1,1,3,5,7,34,,,,,,,,,,,,,,,,,
